id	date_reviews	rating	course_id	reviews	reviews_transl	reviewers	lang
2110	Dec 14, 2019	5	ai-for-everyone	It is a very good introductory and non technical course on artificial intelligence and it has given me insight of what AI is and what is impact of AI on society.	It is a very good introductory and non technical course on artificial intelligence and it has given me insight of what AI is and what is impact of AI on society.	By Ubaid U	en
2111	May 10, 2019	5	ai-for-everyone	Course material and concepts are too helpful and easy to understand. Instructor puts all his best effort to explain the concepts. I really learn from the course.	Course material and concepts are too helpful and easy to understand. Instructor puts all his best effort to explain the concepts. I really learn from the course.	By Syed S O A	en
2112	Sep 12, 2020	5	ai-for-everyone	The course material is professional based and it is taught by professional so there is no ambiquity of its relevance and accuracy. I am thankful for the course.	The course material is professional based and it is taught by professional so there is no ambiquity of its relevance and accuracy. I am thankful for the course.	By Neelish M	en
2113	Jul 01, 2020	5	ai-for-everyone	I learned so many new things from this course and I plan on learning more about machine learning and AI. Thank you Mr.Andrew for teaching in such a calm manner.	I learned so many new things from this course and I plan on learning more about machine learning and AI. Thank you Mr.Andrew for teaching in such a calm manner.	By Uzair A	en
2114	Jul 01, 2020	5	ai-for-everyone	I recommend this course to be must before getting a deep dive into AI.Because it will shape your thinking at every step while working on AI.I like it very much.	I recommend this course to be must before getting a deep dive into AI.Because it will shape your thinking at every step while working on AI.I like it very much.	By Harichandan M	en
2115	May 26, 2020	5	ai-for-everyone	 all the key terminologies were well explained.it helped me get a clear view on ai and its traits.i have gained an interest in artificial intelligence .thank you	all the key terminologies were well explained.it helped me get a clear view on ai and its traits.i have gained an interest in artificial intelligence .thank you	By Rishika V	en
2116	Apr 25, 2020	5	ai-for-everyone	I loved this course. Mr Andrew explained it in such a easy and beautiful view that in spite of me being from non-technical background understood it pretty well.	I loved this course. Mr Andrew explained it in such a easy and beautiful view that in spite of me being from non-technical background understood it pretty well.	By Deepika	en
2117	Mar 09, 2020	5	ai-for-everyone	O curso foi ótimo! Muito didático e ao mesmo tempo bastante amplo. Eu tenho certeza de que poderei me aventurar por novas áreas depois de ter assistido o curso.	The course was great! Very didactic and at the same time quite broad. I am sure that I will be able to venture into new areas after having attended the course.	By Victo J d S N	pt
2118	May 25, 2019	5	ai-for-everyone	Andrew has a way of explaining complex subjects in a very entertaining clear way and easy to understand, this is a great start for anyone looking into AI or ML. 	Andrew has a way of explaining complex subjects in a very entertaining clear way and easy to understand, this is a great start for anyone looking into AI or ML.	By Ali A	en
2119	May 11, 2019	5	ai-for-everyone	The course is pretty well-explained and well-organized in that it explains most of the things that you need to know as a beginner interested in the realm of AI. 	The course is pretty well-explained and well-organized in that it explains most of the things that you need to know as a beginner interested in the realm of AI.	By Marjuk A	en
2120	Mar 15, 2019	5	ai-for-everyone	Je suis contente de suivre ce cours comme une initiation à l'IA et qui est accessible pour les débutants.J'apprends progressivement et c'est ce que je recherche	I'm happy to take this course as an introduction to AI and which is accessible for beginners. I'm learning gradually and that's what I'm looking for	By Hortense N	fr
2121	Jul 09, 2020	5	ai-for-everyone	I just love the way Andrew has shared all the ideas and real-world examples and his experiences to emulate the actual thing.I just want to say a big thank you.	I just love the way Andrew has shared all the ideas and real-world examples and his experiences to emulate the actual thing.I just want to say a big thank you.	By Shreyasi S	en
2122	May 14, 2020	5	ai-for-everyone	Great introduction to AI. The most useful knowledge I gained is what AI is capable of doing and how you can implement that into your current business strategy.	Great introduction to AI. The most useful knowledge I gained is what AI is capable of doing and how you can implement that into your current business strategy.	By MATTHEW S	en
2123	May 01, 2020	5	ai-for-everyone	VERY BEST COURSE FOR BEGINNERS IN ARTIFICIAL INTELLIGENCE ,REALLY WELL TAUGHT BY INSTRUCTOR ANDREW NG...I WILL RECOMMEND IT FOR ALL............................	VERY BEST COURSE FOR BEGINNERS IN ARTIFICIAL INTELLIGENCE ,REALLY WELL TAUGHT BY INSTRUCTOR ANDREW NG...I WILL RECOMMEND IT FOR ALL............................	By ALI Z K	en
2124	Apr 29, 2020	5	ai-for-everyone	Great content and articulations by the trainer , highly recommended course for understanding AI concepts, how to go about it and implement in your organization 	Great content and articulations by the trainer , highly recommended course for understanding AI concepts, how to go about it and implement in your organization	By Kamal B	en
2125	Apr 25, 2020	5	ai-for-everyone	as a beginner it has really helped to understand the pros and cons of AI and given a clear idea of how AI works,how it isuseful,what it is capable of.thank you	as a beginner it has really helped to understand the pros and cons of AI and given a clear idea of how AI works,how it isuseful,what it is capable of.thank you	By PRITHA S	en
2126	Dec 17, 2019	5	ai-for-everyone	My first course with Coursera and I have to admit this is one of the best on line training I ever had in my professional life. I strongly recommend this course 	My first course with Coursera and I have to admit this is one of the best on line training I ever had in my professional life. I strongly recommend this course	By Claude P	en
2127	Dec 12, 2019	5	ai-for-everyone	Really good, simple and easy to understand. Quizzes were a great help, they helped me understand the course really well. Looking forward to learn more courses. 	Really good, simple and easy to understand. Quizzes were a great help, they helped me understand the course really well. Looking forward to learn more courses.	By Soniya Z	en
